verb_root_ar,verb_root_translit,verb_meaning_en,tense,person_code,pronoun_ar,pronoun_translit,arabic,translit,english,audio_path
أعرف,aʿrif,To Know,future,1s,أنا,ana,حأعرف,ḥa-aʿrif,I will know,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aʿrif_future_1s.mp3
أعرف,aʿrif,To Know,future,2sm,إنتَ,inta,حتتعرف,ḥa-tiʿrif,You will know,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aʿrif_future_2sm.mp3
أعرف,aʿrif,To Know,future,2sf,إنتِ,inti,حتتعرفي,ḥa-tiʿrifi,You will know,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aʿrif_future_2sf.mp3
أعرف,aʿrif,To Know,future,3sm,هو,huwwa,حيعرف,ḥa-yiʿrif,He will know,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aʿrif_future_3sm.mp3
أعرف,aʿrif,To Know,future,3sf,هي,hiyya,حتتعرف,ḥa-tiʿrif,She will know,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aʿrif_future_3sf.mp3
أعرف,aʿrif,To Know,future,1p,إحنا,iḥna,حنعرف,ḥa-niʿrif,We will know,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aʿrif_future_1p.mp3
أعرف,aʿrif,To Know,future,2p,أنتم,antum,حتتعرفوا,ḥa-tiʿrifu,You (all) will know,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aʿrif_future_2p.mp3
أعرف,aʿrif,To Know,future,3p,هم,hum,حيعرفوا,ḥa-yiʿrifu,They will know,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aʿrif_future_3p.mp3
أدرس,adris,To Study,past,1s,أنا,ana,درست,darast,I studied,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adris_past_1s.mp3
أدرس,adris,To Study,past,2sm,إنتَ,inta,درست,darast,You studied,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adris_past_2sm.mp3
أدرس,adris,To Study,past,2sf,إنتِ,inti,درستي,darasti,You studied,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adris_past_2sf.mp3
أدرس,adris,To Study,past,3sm,هو,huwwa,درس,daras,He studied,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adris_past_3sm.mp3
أدرس,adris,To Study,past,3sf,هي,hiyya,درست,darasat,She studied,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adris_past_3sf.mp3
أدرس,adris,To Study,past,1p,إحنا,iḥna,درسنا,darasna,We studied,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adris_past_1p.mp3
أدرس,adris,To Study,past,2p,أنتم,antum,درستوا,darastu,You (all) studied,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adris_past_2p.mp3
أدرس,adris,To Study,past,3p,هم,hum,درسوا,darasu,They studied,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adris_past_3p.mp3
أدرس,adris,To Study,present,1s,أنا,ana,أدرس,adris,I study,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adris_present_1s.mp3
أدرس,adris,To Study,present,2sm,إنتَ,inta,تدرس,tidris,You study,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adris_present_2sm.mp3
أدرس,adris,To Study,present,2sf,إنتِ,inti,تدرسي,tidrisi,You study,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adris_present_2sf.mp3
أدرس,adris,To Study,present,3sm,هو,huwwa,يدرس,yidris,He studies,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adris_present_3sm.mp3
أدرس,adris,To Study,present,3sf,هي,hiyya,تدرس,tidris,She studies,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adris_present_3sf.mp3
أدرس,adris,To Study,present,1p,إحنا,iḥna,ندرس,nidris,We study,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adris_present_1p.mp3
أدرس,adris,To Study,present,2p,أنتم,antum,تدرسوا,tidrisu,You (all) study,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adris_present_2p.mp3
أدرس,adris,To Study,present,3p,هم,hum,يدرسوا,yidrisu,They study,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adris_present_3p.mp3
أدرس,adris,To Study,future,1s,أنا,ana,حأدرس,ḥa-adris,I will study,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adris_future_1s.mp3
أدرس,adris,To Study,future,2sm,إنتَ,inta,حتدرس,ḥa-tidris,You will study,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adris_future_2sm.mp3
أدرس,adris,To Study,future,2sf,إنتِ,inti,حتتدرسي,ḥa-tidrisi,You will study,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adris_future_2sf.mp3
أدرس,adris,To Study,future,3sm,هو,huwwa,حيدرس,ḥa-yidris,He will study,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adris_future_3sm.mp3
أدرس,adris,To Study,future,3sf,هي,hiyya,حتدرس,ḥa-tidris,She will study,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adris_future_3sf.mp3
أدرس,adris,To Study,future,1p,إحنا,iḥna,حندرس,ḥa-nidris,We will study,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adris_future_1p.mp3
أدرس,adris,To Study,future,2p,أنتم,antum,حتتدرسوا,ḥa-tidrisu,You (all) will study,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adris_future_2p.mp3
أدرس,adris,To Study,future,3p,هم,hum,حيدرسوا,ḥa-yidrisu,They will study,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adris_future_3p.mp3
أشتغل,ashtighil,To Work,past,1s,أنا,ana,اشتغلت,ishtaghalt,I worked,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtighil_past_1s.mp3
أشتغل,ashtighil,To Work,past,2sm,إنتَ,inta,اشتغلت,ishtaghalt,You worked,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtighil_past_2sm.mp3
أشتغل,ashtighil,To Work,past,2sf,إنتِ,inti,اشتغلتي,ishtaghalti,You worked,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtighil_past_2sf.mp3
أشتغل,ashtighil,To Work,past,3sm,هو,huwwa,شتغل,ishtaghal,He worked,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtighil_past_3sm.mp3
أشتغل,ashtighil,To Work,past,3sf,هي,hiyya,اشتغلت,ishtaghalat,She worked,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtighil_past_3sf.mp3
أشتغل,ashtighil,To Work,past,1p,إحنا,iḥna,شتغلنا,ishtaghalna,We worked,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtighil_past_1p.mp3
أشتغل,ashtighil,To Work,past,2p,أنتم,antum,شتغلتوا,ishtaghaltu,You (all) worked,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtighil_past_2p.mp3
أشتغل,ashtighil,To Work,past,3p,هم,hum,شتغلوا,ishtaghalu,They worked,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtighil_past_3p.mp3
أشتغل,ashtighil,To Work,present,1s,أنا,ana,أشتغل,ashtighil,I work,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtighil_present_1s.mp3
أشتغل,ashtighil,To Work,present,2sm,إنتَ,inta,تشتغل,tishtighil,You work,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtighil_present_2sm.mp3
أشتغل,ashtighil,To Work,present,2sf,إنتِ,inti,تشتغلي,tishtighili,You work,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtighil_present_2sf.mp3
أشتغل,ashtighil,To Work,present,3sm,هو,huwwa,يشتغل,yishtighil,He works,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtighil_present_3sm.mp3
أشتغل,ashtighil,To Work,present,3sf,هي,hiyya,تشتغل,tishtighil,She works,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtighil_present_3sf.mp3
أشتغل,ashtighil,To Work,present,1p,إحنا,iḥna,نشتغل,nishtighil,We work,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtighil_present_1p.mp3
أشتغل,ashtighil,To Work,present,2p,أنتم,antum,تشتغلوا,tishtighilu,You (all) work,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtighil_present_2p.mp3
أشتغل,ashtighil,To Work,present,3p,هم,hum,يشتغلوا,yishtighilu,They work,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtighil_present_3p.mp3
أشتغل,ashtighil,To Work,future,1s,أنا,ana,حأشتغل,ḥa-ashtighil,I will work,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtighil_future_1s.mp3
أشتغل,ashtighil,To Work,future,2sm,إنتَ,inta,حتشتغل,ḥa-tishtighil,You will work,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtighil_future_2sm.mp3
أشتغل,ashtighil,To Work,future,2sf,إنتِ,inti,حتتشتغلي,ḥa-tishtighili,You will work,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtighil_future_2sf.mp3
أشتغل,ashtighil,To Work,future,3sm,هو,huwwa,حيشتغل,ḥa-yishtighil,He will work,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtighil_future_3sm.mp3
أشتغل,ashtighil,To Work,future,3sf,هي,hiyya,حتشتغل,ḥa-tishtighil,She will work,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtighil_future_3sf.mp3
أشتغل,ashtighil,To Work,future,1p,إحنا,iḥna,حنشتغل,ḥa-nishtighil,We will work,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtighil_future_1p.mp3
أشتغل,ashtighil,To Work,future,2p,أنتم,antum,حتتشتغلوا,ḥa-tishtighilu,You (all) will work,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtighil_future_2p.mp3
أشتغل,ashtighil,To Work,future,3p,هم,hum,حيشتغلوا,ḥa-yishtighilu,They will work,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtighil_future_3p.mp3
آكل,ākil,To Eat,past,1s,أنا,ana,أكلت,ʾakalt,I ate,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ākil_past_1s.mp3
آكل,ākil,To Eat,past,2sm,إنتَ,inta,أكلت,ʾakalt,You ate,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ākil_past_2sm.mp3
آكل,ākil,To Eat,past,2sf,إنتِ,inti,أكلتي,ʾakalti,You ate,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ākil_past_2sf.mp3
آكل,ākil,To Eat,past,3sm,هو,huwwa,أكل,ʾakal,He ate,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ākil_past_3sm.mp3
آكل,ākil,To Eat,past,3sf,هي,hiyya,أكلت,ʾakalat,She ate,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ākil_past_3sf.mp3
آكل,ākil,To Eat,past,1p,إحنا,iḥna,أكلنا,ʾakalna,We ate,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ākil_past_1p.mp3
آكل,ākil,To Eat,past,2p,أنتم,antum,أكلتوا,ʾakaltu,You (all) ate,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ākil_past_2p.mp3
آكل,ākil,To Eat,past,3p,هم,hum,أكلوا,ʾakalu,They ate,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ākil_past_3p.mp3
آكل,ākil,To Eat,present,1s,أنا,ana,آكل,ākil,I eat,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ākil_present_1s.mp3
آكل,ākil,To Eat,present,2sm,إنتَ,inta,تاكل,tākil,You eat,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ākil_present_2sm.mp3
آكل,ākil,To Eat,present,2sf,إنتِ,inti,تاكلي,tākli,You eat,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ākil_present_2sf.mp3
آكل,ākil,To Eat,present,3sm,هو,huwwa,ياكل,yākil,He eats,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ākil_present_3sm.mp3
آكل,ākil,To Eat,present,3sf,هي,hiyya,تاكل,tākil,She eats,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ākil_present_3sf.mp3
آكل,ākil,To Eat,present,1p,إحنا,iḥna,ناكل,nākil,We eat,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ākil_present_1p.mp3
آكل,ākil,To Eat,present,2p,أنتم,antum,تاكلوا,tākulu,You (all) eat,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ākil_present_2p.mp3
آكل,ākil,To Eat,present,3p,هم,hum,ياكلوا,yākulu,They eat,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ākil_present_3p.mp3
آكل,ākil,To Eat,future,1s,أنا,ana,حآكل,ḥa-ākil,I will eat,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ākil_future_1s.mp3
آكل,ākil,To Eat,future,2sm,إنتَ,inta,حتاكل,ḥa-tākil,You will eat,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ākil_future_2sm.mp3
آكل,ākil,To Eat,future,2sf,إنتِ,inti,حتاكلي,ḥa-tākli,You will eat,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ākil_future_2sf.mp3
آكل,ākil,To Eat,future,3sm,هو,huwwa,حياكل,ḥa-yākil,He will eat,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ākil_future_3sm.mp3
آكل,ākil,To Eat,future,3sf,هي,hiyya,حتاكل,ḥa-tākil,She will eat,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ākil_future_3sf.mp3
آكل,ākil,To Eat,future,1p,إحنا,iḥna,حناكل,ḥa-nākil,We will eat,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ākil_future_1p.mp3
آكل,ākil,To Eat,future,2p,أنتم,antum,حتاكلوا,ḥa-tākulu,You (all) will eat,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ākil_future_2p.mp3
آكل,ākil,To Eat,future,3p,هم,hum,حياكلوا,ḥa-yākulu,They will eat,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ākil_future_3p.mp3
أشرب,ashrab,To Drink,past,1s,أنا,ana,شربت,shiribt,I drank,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashrab_past_1s.mp3
أشرب,ashrab,To Drink,past,2sm,إنتَ,inta,شربت,shiribt,You drank,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashrab_past_2sm.mp3
أشرب,ashrab,To Drink,past,2sf,إنتِ,inti,شربتي,shiribti,You drank,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashrab_past_2sf.mp3
أشرب,ashrab,To Drink,past,3sm,هو,huwwa,شرب,shirib,He drank,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashrab_past_3sm.mp3
أشرب,ashrab,To Drink,past,3sf,هي,hiyya,شربت,shirbat,She drank,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashrab_past_3sf.mp3
أشرب,ashrab,To Drink,past,1p,إحنا,iḥna,شربنا,shiribna,We drank,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashrab_past_1p.mp3
أشرب,ashrab,To Drink,past,2p,أنتم,antum,شربتوا,shiribtu,You (all) drank,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashrab_past_2p.mp3
أشرب,ashrab,To Drink,past,3p,هم,hum,شربوا,shiribu,They drank,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashrab_past_3p.mp3
أشرب,ashrab,To Drink,present,1s,أنا,ana,أشرب,ashrab,I drink,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashrab_present_1s.mp3
أشرب,ashrab,To Drink,present,2sm,إنتَ,inta,تشرب,tishrab,You drink,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashrab_present_2sm.mp3
أشرب,ashrab,To Drink,present,2sf,إنتِ,inti,تشربي,tishrabi,You drink,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashrab_present_2sf.mp3
أشرب,ashrab,To Drink,present,3sm,هو,huwwa,يشرب,yishrab,He drinks,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashrab_present_3sm.mp3
أشرب,ashrab,To Drink,present,3sf,هي,hiyya,تشرب,tishrab,She drinks,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashrab_present_3sf.mp3
أشرب,ashrab,To Drink,present,1p,إحنا,iḥna,نشرب,nishrab,We drink,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashrab_present_1p.mp3
أشرب,ashrab,To Drink,present,2p,أنتم,antum,تشربوا,tishrabu,You (all) drink,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashrab_present_2p.mp3
أشرب,ashrab,To Drink,present,3p,هم,hum,يشربوا,yishrabu,They drink,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashrab_present_3p.mp3
أشرب,ashrab,To Drink,future,1s,أنا,ana,حأشرب,ḥa-ashrab,I will drink,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashrab_future_1s.mp3
أشرب,ashrab,To Drink,future,2sm,إنتَ,inta,حتشرب,ḥa-tishrab,You will drink,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashrab_future_2sm.mp3
أشرب,ashrab,To Drink,future,2sf,إنتِ,inti,حتتشربي,ḥa-tishrabi,You will drink,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashrab_future_2sf.mp3
أشرب,ashrab,To Drink,future,3sm,هو,huwwa,حيشرب,ḥa-yishrab,He will drink,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashrab_future_3sm.mp3
أشرب,ashrab,To Drink,future,3sf,هي,hiyya,حتشرب,ḥa-tishrab,She will drink,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashrab_future_3sf.mp3
أشرب,ashrab,To Drink,future,1p,إحنا,iḥna,حنشرب,ḥa-nishrab,We will drink,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashrab_future_1p.mp3
أشرب,ashrab,To Drink,future,2p,أنتم,antum,حتتشربوا,ḥa-tishrabu,You (all) will drink,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashrab_future_2p.mp3
أشرب,ashrab,To Drink,future,3p,هم,hum,حيشربوا,ḥa-yishrabu,They will drink,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashrab_future_3p.mp3
أنام,anām,To Sleep,past,1s,أنا,ana,نمت,nimt,I slept,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\anām_past_1s.mp3
أنام,anām,To Sleep,past,2sm,إنتَ,inta,نمت,nimt,You slept,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\anām_past_2sm.mp3
